,@EswatiniGovern1,@MalawiGovt,@hagegeingob,@FinanceSC,@PresidencyZA,@mohzambia,@edmnangagwa,@MinSantedj,@hawelti,@StateHouseKenya,@PaulKagame,@M_Farmaajo,@SouthSudanGov,@SudanPMHamdok,@TZSpokesperson,@KagutaMuseveni,@angola_Mirex,@willynyamitwe,@Cherif_MZ,@Presidence_RDC,@PresidentABO,@PresidenceBenin,@rochkaborepf,@PresidenciaCV,@AOuattara_PRCI,@Presidency_GMB,@NAkufoAddo,@President_GN,@USEmbalo,@PresidenceMali,@CheikhGhazouani,@IssoufouMhm,@MBuhari,@Macky_Sall,@PresidentBio,@MSPS_Togo
1431,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,VelvetPaper,,Kinshasa,,Wasexo,,,prci,,VoteNanaAddo,,,AbuDhabi,,,,,,
1432,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,UFW2019,,RDC,,Prbenin,,,prci,,WhenNanaComes,,,IBK,,,,,,
1433,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,Kinshasa,,PatriceTALON,,,prci,,VoteNanaAddo,,,IBK,,,,,,
1434,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,VelvetPaper,,CathédraleCentenaireProtestant,,PrBenin,,,prci,,WhenNanaComes,,,Mali,,,,,,
1435,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,UFW2019,,25ans,,PatriceTalon,,,FeteDuTravail,,VoteNanaAddo,,,IBK,,,,,,
1436,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,ConseilDesMinistres,,,prci,,WhenNanaComes,,,IBK,,,,,,
1437,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,TheUFW2019,,Kinshasa,,Prbenin,,,prci,,WhenNanaComes,,,EtatsUnis,,,,,,
1438,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,Wasexo,,,AFRIQUE_DU_SUD,,WhenNanaComes,,,Mali,,,,,,
1439,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,theUFW2019,,RDC,,Prbenin,,,SIERRA_LEONE,,iTrustNana,,,IBK,,,,,,
1440,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,TheUFW2019,,Kinshasa,,ConseilDesMinistres,,,TOGO,,WhenNanaComes,,,IBK,,,,,,
1441,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,IndependanceBenin,,,PAYS_BAS,,WhenNanaComes,,,UnescoCG,,,,,,
1442,,MGDS3,,,Ramaphosa,,,,,,,,,,,,,theUFW2019,,Kinshasa,,Wasexo,,,prci,,WhenNanaComes,,,UnescoGC,,,,,,
1443,,Floods,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,BéninQuizz,,,prci,,WhenNanaComes,,,Culture,,,,,,
1444,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,NouveauGouvernement,,BéninQuizz,,,prci,,VoteForNanaAddo,,,Paix,,,,,,
1445,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,Wasexo,,,ChampsElysees,,VoteForNanaAddo,,,Mali,,,,,,
1446,,RIP,,,Ramaphosa,,,,,,,,,,,,,Voltaire,,NouveauGouvernement,,BeninDiplomatie,,,prci,,Ghana,,,Culture,,,,,,
1447,,Lions,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,Wasexo,,,prci,,VoteForNanaAddo,,,RECOTRADE,,,,,,
1448,,Malawi,,,Ramaphosa,,,,,,,,,,,,,theUFW2019,,Kinshasa,,BeninDiplomatie,,,prci,,WhenNanaComes,,,Culture,,,,,,
1449,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,Limeté,,wasexo,,,prci,,WhenNanaComes,,,Mali,,,,,,
1450,,Malawi,,,Ramaphosa,,,,,,,,,,,,,VelvetPaper,,RDC,,BeninDiplomatie,,,prci,,Ghana,,,Mali,,,,,,
1451,,Blantyre,,,Ramaphosa,,,,,,,,,,,,,TheUFW2019,,RDC,,BeninDiplomatie,,,prci,,WhenNanaComes,,,Culture,,,,,,
1452,,Malawi,,,Ramaphosa,,,,,,,,,,,,,CocoChanel,,RDC,,Wasexo,,,ConseilDesMinistresCI,,VoteForNanaAddo,,,Mali,,,,,,
1453,,India,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,Kinshasa,,BeninDiplomatie,,,ConseilDesMinistresCI,,VoteForNanaAddo,,,Culture,,,,,,
1454,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,Réunion,,Wasexo,,,ConseilDesMinistresCI,,Ghana,,,Mali,,,,,,
1455,,Malawi,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,Gouverneurs,,BeninDiplomatie,,,ConseilDesMinistresCI,,WhenNanaComes,,,IBK,,,,,,
1456,,African,,,Ramaphosa,,,,,,,,,,,,,Burundi,,EvaluationTrimestrielle,,Wasexo,,,prci,,WhenNanaComes,,,IBK,,,,,,
1457,,LagosPlan,,,Ramaphosa,,,,,,,,,,,,,Ethiopia,,RDC,,BeninDiplomatie,,,Séminaire_Gouvernemental,,VoteForNanaAddo,,,IBK,,,,,,
1458,,BestbutMalawian,,,Ramaphosa,,,,,,,,,,,,,Diplomatie,,RDC,,Wasexo,,,prci,,WhenNanaComes,,,IBK,,,,,,
1459,,Malawian,,,Ramaphosa,,,,,,,,,,,,,Joel_Nkurabagaya,,RDC,,BeninDiplomatie,,,Séminaire_Gouvernemental,,WhenNanaComes,,,IBK,,,,,,
1460,,MalawiPower,,,Ramaphosa,,,,,,,,,,,,,Burundi,,GratuitéEnseignement,,Wasexo,,,prci,,WhenNanaComes,,,IBK,,,,,,
1461,,MalawiPower,,,Ramaphosa,,,,,,,,,,,,,Cecafa,,RDC,,Prbenin,,,Séminaire_Gouvernemental,,WhenNanaComes,,,Mali,,,,,,
1462,,Electricity,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Luanda,,PatriceTALON,,,prci,,WhenNanaComes,,,IBK,,,,,,
1463,,MalawiPower,,,Ramaphosa,,,,,,,,,,,,,Cecafa,,ConférencePresse,,BeninDiplomatie,,,Séminaire_Gouvernemental,,WhenNanacomes,,,IBK,,,,,,
1464,,Electricity,,,Ramaphosa,,,,,,,,,,,,,Des,,RDC,,Wasexo,,,Séminaire_Gouvernemental,,VoteNanaAddo,,,IBK,,,,,,
1465,,deliveringthepromise,,,Ramaphosa,,,,,,,,,,,,,entrepreneuriat,,Luanda,,Prbenin,,,UEMOA,,VoteNanaAddo,,,Tinariwen,,,,,,
1466,,MalawiPower,,,COVID19,,,,,,,,,,,,,Burundi,,ConferencePresse,,PatriceTALON,,,UEMOA,,VoteNanaAddo,,,Kidal,,,,,,
1467,,Electricity,,,CoronaVirusSA,,,,,,,,,,,,,Burundi,,RDC,,BeninDiplomatie,,,UEMOA,,VoteNanaAddo,,,Kayes,,,,,,
1468,,deliveringthepromise,,,COVID19,,,,,,,,,,,,,Ngozi,,Luanda,,Wasexo,,,UEMOA,,VoteNanaAddo,,,IBK,,,,,,
1469,,poweringtheeconomy,,,COVID19,,,,,,,,,,,,,Burundi,,MémorandumEntente,,wasexo,,,UEMOA,,VoteNanaAddo,,,Koulouba,,,,,,
1470,,MalawiPower,,,CoronaVirusSA,,,,,,,,,,,,,Burundi,,RDC,,Benindiplomatie,,,Serbie,,VoteNanaAddo,,,Tinariwen,,,,,,
1471,,MalawiPower,,,COVID19,,,,,,,,,,,,,Ngozi,,Luanda,,Benindiplomatie,,,ConseilDesMinistresCI,,VoteNanaAddo,,,Kidal,,,,,,
1472,,Electricity,,,COVID19,,,,,,,,,,,,,Burundi,,MiniSommet,,ConseilDesMinistres,,,ConseilDesMinistresCI,,VoteNanaAddo,,,IBK,,,,,,
1473,,zeroloadshedding,,,CoronaVirusSA,,,,,,,,,,,,,Rwanda,,RDC,,Wasexo,,,ConseilDesMinistresCI,,VoteNanaAddo,,,IBK,,,,,,
1474,,MalawiPower,,,COVID19,,,,,,,,,,,,,Zambie,,Matadi,,Prbenin,,,CIEA2017,,VoteNanaAddo,,,Mali,,,,,,
1475,,visitmalawi,,,COVID19,,,,,,,,,,,,,Kenya,,ForumEnergie,,ConseilDesMinistres,,,Bassam,,VoteNanaAddo,,,IBK,,,,,,
1476,,MalawiPower,,,CoronaVirusSA,,,,,,,,,,,,,TheUFW2019,,RDC,,Prbenin,,,Bassam,,VoteNanaAddo,,,IBK,,,,,,
1477,,Electricity,,,COVID19,,,,,,,,,,,,,Burundi,,Matadi,,PAGBenin,,,Fespaco2017,,VoteNanaAddo,,,Kayes,,,,,,
1478,,deliveringthepromise,,,CoronaVirusSA,,,,,,,,,,,,,ingomag,,RDC,,Prbenin,,,Mali,,ToAbaPa,,,IBK,,,,,,
1479,,Electricity,,,COVID19,,,,,,,,,,,,,TheUFW2019,,RDC,,PatriceTALON,,,Ghana,,VoteNanaAddo,,,IBK,,,,,,
1480,,Power,,,CoronaVirusSA,,,,,,,,,,,,,BackInTime,,RDC,,Prbenin,,,CAN2017,,VoteNanaAddo,,,Kayes,,,,,,
1481,,Malawi,,,COVID19,,,,,,,,,,,,,Ngozi,,RDC,,PatriceTALON,,,Ghana,,Vote4Change,,,IBK,,,,,,
1482,,Egypt,,,COVID19,,,,,,,,,,,,,ngoziAt100,,Tanzanie,,Prbenin,,,vœux2017,,ToAbaPa,,,IBK,,,,,,
1483,,Malawi,,,COVID19,,,,,,,,,,,,,ingomag,,SADC,,PatriceTALON,,,vœux2017,,Vote4Change,,,NationsUnies,,,,,,
1484,,Netball,,,COVID19,,,,,,,,,,,,,backintime,,Tanzanie,,Prbenin,,,vœux2017,,ToAbaPa,,,IBK,,,,,,
1485,,MalawiQueens,,,COVID19,,,,,,,,,,,,,NgoziAt100,,SadcSummit2019,,PatriceTALON,,,vœux2017,,Vote4Change,,,NationsUnies,,,,,,
1486,,Energy,,,COVID19,,,,,,,,,,,,,NgoziProvince,,SadcSummit,,Prbenin,,,vœux2017,,ToAbaPa,,,Sahel,,,,,,
1487,,Electricity,,,COVID19,,,,,,,,,,,,,ingomag,,DarEsSalaam,,PatriceTALON,,,vœux2017,,Vote4Change,,,IBK,,,,,,
1488,,Rains,,,COVID19,,,,,,,,,,,,,backintime,,RDC,,Prbenin,,,vœux2017,,ToAbaPa,,,Kayes,,,,,,
1489,,Food,,,COVID19,,,,,,,,,,,,,NgoziAt100,,UNIKIN,,PatriceTALON,,,Kenya,,VoteNanaAddo,,,IBK,,,,,,
1490,,Prayers,,,HumanRightsDay,,,,,,,,,,,,,ingomag,,APUKIN,,Constitution,,,attentats,,Ghana,,,Mali,,,,,,
1491,,Chilembwe,,,HumanRightsDay,,,,,,,,,,,,,Burundi,,RDC,,MTCS,,,La_CI_Avance,,VoteNanaAddo,,,IBK,,,,,,
1492,,Zimbabwe,,,HumanRightsDay,,,,,,,,,,,,,YouFashionMe,,RDC,,OswaldHOMEKY,,,La_CI_avance,,VoteNanaAddo,,,Lituanie,,,,,,
1493,,Malawi,,,HUMANRIGHTSDAY,,,,,,,,,,,,,Bujumbura,,RDC,,AskGouvBenin,,,Gambie,,VoteNanaAddo,,,IBK,,,,,,
1494,,NewYear,,,COVID19,,,,,,,,,,,,,Bujumbura,,ProjetDuPlanNationalDuNumérique,,wasexo,,,Gambie,,VoteNanaAddo,,,FatouBENSOUDA,,,,,,
1495,,Malawi,,,COVID19,,,,,,,,,,,,,TheUFW2019,,RDC,,gouvbenin,,,Cuba,,VoteForChange,,,CPI,,,,,,
1496,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,TheUFW2019,,condoléances,,Wasexo,,,prci,,VoteNanaAddo,,,Mali,,,,,,
1497,,Malawi,,,COVID19,,,,,,,,,,,,,YouFashionMe,,RDC,,prbenin,,,Oman,,Toabapa,,,Kayes,,,,,,
1498,,Lilongwe,,,NationalCommandCouncil,,,,,,,,,,,,,YouFashionMe,,Naufrage,,ConseilDesMinistres,,,Palestine,,ToAbaPa,,,IBK,,,,,,
1499,,Water,,,Ramaphosa,,,,,,,,,,,,,TheUFW2019,,Bukavu,,ConseilDesMinistres,,,Maroc,,VoteNanaAddo,,,Bamako,,,,,,
1500,,Sanitation,,,COVID19,,,,,,,,,,,,,YouFashionMe,,RDC,,Prbenin,,,Cambodge,,VoteNanaAddo,,,IBK,,,,,,
1501,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,KarlLagerfeld,,TournoiMalaga,,Prbenin,,,COP22,,ToAbaPa,,,Kayes,,,,,,
1502,,Cambodia,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,PatriceTALON,,,COP22,,ToAbaPa,,,Mali,,,,,,
1503,,Ireland,,,Ramaphosa,,,,,,,,,,,,,KarlLagerfeld,,RDC,,Prbenin,,,COP22,,VoteNanaAddo,,,Mali,,,,,,
1504,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Intwari2019,,RDC,,PatriceTalon,,,Marrakech,,ToAbaPa,,,PPUS,,,,,,
1505,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Rome,,RDC,,Prbenin,,,COP22,,VoteNanaAddo,,,Mali,,,,,,
1506,,Mining,,,Ramaphosa,,,,,,,,,,,,,YouFashionMe,,RDC,,PatriceTalon,,,laurentpokou,,VoteNanaAddo,,,IBK,,,,,,
1507,,Lilongwe,,,Ramaphosa,,,,,,,,,,,,,KarlLagerfeld,,RDC,,CAN2019,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1508,,MalawiFloods,,,Ramaphosa,,,,,,,,,,,,,Intwari2019,,RDC,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1509,,MalawiFloods,,,Ramaphosa,,,,,,,,,,,,,Mageyo,,RDC,,BeninSport,,,const225,,VoteNanaAddo,,,Kayes,,,,,,
1510,,LilongweFloods,,,Ramaphosa,,,,,,,,,,,,,Bujumbura,,RDC,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1511,,LilongweFloods,,,containment,,,,,,,,,,,,,Intwari2019,,AfroCan2019,,Benindiplomatie,,,prci,,VoteNanaAddo,,,LahamIndustrie,,,,,,
1512,,Floods,,,COVID19,,,,,,,,,,,,,Mageyo,,RDC,,Prbenin,,,const225,,IAmForNana,,,IBK,,,,,,
1513,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,Intwari2019,,RDC,,PatriceTalon,,,const225,,TheHopeEndorsement,,,LahamIndustrie,,,,,,
1514,,TNM,,,COVID19,,,,,,,,,,,,,Burundi,,RDC,,wasexo,,,nouvelleconstitution,,WeTrustHim,,,IBK,,,,,,
1515,,Malawi,,,COVID19,,,,,,,,,,,,,Intwari2019,,RDC,,Benindiplomatie,,,const225,,VoteNanaAddo,,,LahamIndustrie,,,,,,
1516,,Football,,,CoronaVirusSA,,,,,,,,,,,,,Intwari2019,,TEFforum2019,,Prbenin,,,nouvelleconstitution,,WeTrustHim,,,IBK,,,,,,
1517,,Malawi,,,COVID19,,,,,,,,,,,,,Burundi,,Abuja,,PatriceTalon,,,USA,,ChangeIsComing,,,Kayes,,,,,,
1518,,Armyworm,,,CoronaVirusSA,,,,,,,,,,,,,Intwari2019,,RDC,,CAN2019,,,prci,,VoteForChange,,,IBK,,,,,,
1519,,Africa,,,COVID19,,,,,,,,,,,,,Bagumyabanga,,TEFFORUM2019,,wasexo,,,const225,,ToAbaPa,,,IBK,,,,,,
1520,,Maternal,,,CoronaVirusSA,,,,,,,,,,,,,Burundi,,RDC,,BeninSport,,,Liban,,VoteNanaAddo,,,IBK,,,,,,
1521,,Child,,,COVID19,,,,,,,,,,,,,Intwari2019,,RDC,,wasexo,,,Liban,,ToAbaPa,,,Médine,,,,,,
1522,,Benin,,,CoronaVirusSA,,,,,,,,,,,,,Burundi,,AfricaRise,,BeninSport,,,const225,,ToAbaPa,,,IBK,,,,,,
1523,,Malawi,,,COVID19,,,,,,,,,,,,,Joel_Nkurabagaya,,RDC,,Prbenin,,,const225,,ToAbaPa,,,IBK,,,,,,
1524,,PMNCH,,,COVID19,,,,,,,,,,,,,Burundi,,FIBA,,PatriceTalon,,,nouvelleconstitution,,VoteNanaAddo,,,Kayes,,,,,,
1525,,GraçaMachel,,,COVID19,,,,,,,,,,,,,Thérence_Ntahiraja,,AFROCAN2019,,Prbenin,,,const225,,ToAbaPa,,,Médine,,,,,,
1526,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,LtGenAdolpheNshimirimana,,Afrique,,PatriceTalon,,,nouvelleconstitution,,VoteNanaAddo,,,G5Sahel,,,,,,
1527,,Education,,,COVID19,,,,,,,,,,,,,Intwari2019,,Forum,,can19,,,const225,,ToAbaPa,,,G5Sahel,,,,,,
1528,,Science,,,CoronaVirusSA,,,,,,,,,,,,,Burundi,,entrepreneuriat,,benin,,,nouvelleconstitution,,ToAbaPa,,,IBK,,,,,,
1529,,Technology,,,COVID19,,,,,,,,,,,,,KiretseTweseDupfuye,,RDC,,quartDeFinale,,,Antigua_Barbuda,,VoteNanaAddo,,,Bamako,,,,,,
1530,,MamoForum,,,CoronaVirusSA,,,,,,,,,,,,,ImfuraMuBahizi,,Congautisme,,wasexo,,,Autriche,,ToAbaPa,,,Yélimané,,,,,,
1531,,Benin,,,COVID19,,,,,,,,,,,,,Burundi,,RDC,,Benindiplomatie,,,const225,,Ghana,,,Yélimané,,,,,,
1532,,Malawi,,,FakeNews,,,,,,,,,,,,,Intwari2019,,Kinshasa,,SommetUA,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1533,,MaMoForum,,,COVID19,,,,,,,,,,,,,Burundi,,Ebola,,AUNiamey2019,,,Je_Vote_Oui,,VoteNanaAddo,,,IBK,,,,,,
1534,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,Intwari2019,,RDC,,Prbenin,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1535,,Benin,,,COVID19,,,,,,,,,,,,,Burundi,,RDC,,PatriceTalon,,,const225,,voteNPP,,,IBK,,,,,,
1536,,MaMoForum,,,CoronaVirusSA,,,,,,,,,,,,,Intwari,,Maladies_infectieuses,,wasexo,,,const225,,voteNanaAddo,,,Togo,,,,,,
1537,,Malawi,,,COVID19,,,,,,,,,,,,,Burundi,,ForumPoliomyélite,,BeninSport,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1538,,Benin,,,CoronaVirusSA,,,,,,,,,,,,,Abahumure,,RDC,,MEF,,,const225,,Decide,,,IBK,,,,,,
1539,,MaMoForum,,,Ramaphosa,,,,,,,,,,,,,Buramatari,,Forum,,RomualdWADAGNI,,,const225,,ChangeNDeCeit,,,IBK,,,,,,
1540,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Burundi,,VaccinationPolio,,JohnLENTAIGNE,,,const225,,ChangeMahama,,,IBK,,,,,,
1541,,MaMoForum,,,Ramaphosa,,,,,,,,,,,,,intwari2019,,RDC,,GenevièveAHINFUL,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1542,,Dangote,,,Ramaphosa,,,,,,,,,,,,,Burundi,,RDC,,Cotonou,,,const225,,VoteNPP,,,USA,,,,,,
1543,,MaMoForum,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Ebola,,prbenin,,,nouvelleconstitution,,AriseForChange,,,Bamako,,,,,,
1544,,Benin,,,Ramaphosa,,,,,,,,,,,,,Intwari2019,,Ebola_UrgencedeSantéPublique,,PatriceTALON,,,const225,,Vote4Change,,,IBK,,,,,,
1545,,MaMoForum,,,Ramaphosa,,,,,,,,,,,,,Ngozi,,RDC,,MTCS,,,nouvelleconstitution,,VoteNanaAddo,,,Bamako,,,,,,
1546,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Ebola,,MTCS,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1547,,MaMoForum,,,Ramaphosa,,,,,,,,,,,,,rallye,,RDC,,GoldenTulipHotel,,,nouvelleconstitution,,VoteBOBO,,,Bamako,,,,,,
1548,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Kinshasa,,JohnLENTAIGNE,,,const225,,VoteNPP,,,Mali,,,,,,
1549,,Lesotho,,,Ramaphosa,,,,,,,,,,,,,TPO,,Santé,,MEF,,,nouvelleconstitution,,VoteNPP,,,Espagne,,,,,,
1550,,Mozambique,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Forum,,RomualdWADAGNI,,,const225,,VoteNanaAddo,,,ReferedumCatalan,,,,,,
1551,,Tanzania,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Vaccination,,wasexo,,,nouvelleconstitution,,NanaB3ba,,,IBK,,,,,,
1552,,Zambia,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Polio,,Benindiplomatie,,,const225,,VoteNanaAddo,,,Bamako,,,,,,
1553,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Burundi,,RDC,,PrBenin,,,nouvelleconstitution,,VoteforChange,,,Djikoroni,,,,,,
1554,,Zimbabwe,,,Ramaphosa,,,,,,,,,,,,,Burundi,,voirieUrbaine,,PatriceTalon,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1555,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Intwari2019,,Inspection,,wasexo,,,nouvelleconstitution,,VoteForChange,,,Mali,,,,,,
1556,,Malawi,,,COVID19,,,,,,,,,,,,,Freedomfighters,,ActuVideo,,Benindiplomatie,,,const225,,voteNanaAddo,,,IBK,,,,,,
1557,,China,,,CoronaVirusSA,,,,,,,,,,,,,Burundi,,JICA,,PrBenin,,,nouvelleconstitution,,ReadyToLead,,,UCESA,,,,,,
1558,,China,,,Ramaphosa,,,,,,,,,,,,,GMIS,,RDC,,PatriceTalon,,,const225,,HopeIsHere,,,IBK,,,,,,
1559,,Benin,,,Ramaphosa,,,,,,,,,,,,,Burundi,,JICA,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,UCESA,,,,,,
1560,,Benin,,,Ramaphosa,,,,,,,,,,,,,Intwari2019,,Quadripartite,,Benindiplomatie,,,const225,,GetOutToVote,,,Afrique,,,,,,
1561,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Intwari2019,,Angola,,wasexo,,,nouvelleconstitution,,YourVoteIsYourPower,,,UCESA,,,,,,
1562,,Cambodia,,,Ramaphosa,,,,,,,,,,,,,Burundi,,Ouganda,,Benindiplomatie,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1563,,China,,,Ramaphosa,,,,,,,,,,,,,Burundi,,RDC,,wasexo,,,nouvelleconstitution,,VoteForChange,,,IBK,,,,,,
1564,,Maternal,,,Ramaphosa,,,,,,,,,,,,,Zambia,,Rwanda,,Benindiplomatie,,,const225,,voteNanaAddo,,,Afrique,,,,,,
1565,,Child,,,Ramaphosa,,,,,,,,,,,,,Burundi,,CommuniqueFinal,,PrBenin,,,nouvelleconstitution,,voteNanaAddo,,,Senegal,,,,,,
1566,,Christmas,,,Ramaphosa,,,,,,,,,,,,,African,,Luanda,,PatriceTalon,,,const225,,ToAbaPa,,,IBK,,,,,,
1567,,NewYear,,,Ramaphosa,,,,,,,,,,,,,AfCFTA,,Luanda,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,Sénégal,,,,,,
1568,,Malawi,,,COVID19,,,,,,,,,,,,,AGENDA2063,,RDC,,Benindiplomatie,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1569,,Education,,,CoronaVirusSA,,,,,,,,,,,,,Africa,,Angola,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1570,,School,,,CoronaVirusSA,,,,,,,,,,,,,CapacityBuildingFund,,Uganda,,Benindiplomatie,,,nouvelleconstitution,,ToAbapa,,,IBK,,,,,,
1571,,Malawi,,,COVID19SA,,,,,,,,,,,,,Intwari2019,,RDC,,PrBenin,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1572,,Lesotho,,,NationalCommandCouncil,,,,,,,,,,,,,Berlin,,Kinshasa,,PatriceTalon,,,cont225,,VoteNanaAddo,,,Corée,,,,,,
1573,,RIP,,,COVID19,,,,,,,,,,,,,Turkey,,LutteContreLaCorruption,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,Mali,,,,,,
1574,,Malawi,,,NatJoints,,,,,,,,,,,,,Burundi,,RDC,,Benindiplomatie,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1575,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,LeCaire,,LutteContreLaCorruption,,wasexo,,,nouvelleconstitution,,VoteNanaAddo,,,Suisse,,,,,,
1576,,ARIPO,,,socialdistancing,,,,,,,,,,,,,Egypte,,RDC,,Benindiplomatie,,,const225,,AdoptApollingStation,,,Mali,,,,,,
1577,,Electricity,,,visa,,,,,,,,,,,,,Burundi,,Kinshasa,,wasexo,,,cont225,,VoteForChange,,,IBK,,,,,,
1578,,Finance,,,COVID19,,,,,,,,,,,,,Bihanga,,LutteContreLaCorruption,,Benindiplomatie,,,nouvelleconstitution,,VoteNanaAddo,,,Autriche,,,,,,
1579,,Chinese,,,NatJoints,,,,,,,,,,,,,Burundi,,RDC,,wasexo,,,const225,,ToAbapa,,,Mali,,,,,,
1580,,Lilongwe,,,NationalCommandCouncil,,,,,,,,,,,,,SoftTalk,,Kinshasa,,Benindiplomatie,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1581,,Malawi,,,CoronaVirusSA,,,,,,,,,,,,,Nigeria,,LutteContreLaCorruption,,PrBenin,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1582,,Malawi,,,COVID19SA,,,,,,,,,,,,,Burundi,,RDC,,PatriceTalon,,,nouvelleconstitution,,VoteNanaAddo,,,IBK,,,,,,
1583,,internet,,,COVID19SA,,,,,,,,,,,,,burundi,,Kinshasa,,wasexo,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1584,,SimbaNet,,,Ramaphosa,,,,,,,,,,,,,bujalol,,LutteContreLaCorruption,,Benindiplomatie,,,nouvelleconstitution,,VoteNanaAddo,,,G5Sahel,,,,,,
1585,,CapeMaclear,,,Ramaphosa,,,,,,,,,,,,,caravanedurire,,RDC,,wasexo,,,const225,,ToAbaPa,,,ForumdeNiamey,,,,,,
1586,,Malawi,,,ThumaMina,,,,,,,,,,,,,rdc,,Kinshasa,,Benindiplomatie,,,nouvelleconstitution,,VoteNanaAddo,,,Niamey,,,,,,
1587,,Tourism,,,Ramaphosa,,,,,,,,,,,,,rwanda,,LutteContreLaCorruption,,wasexo,,,const225,,VoteNanaAddo,,,Niger,,,,,,
1588,,Investment,,,Ramaphosa,,,,,,,,,,,,,guinee,,RDC,,Benindiplomatie,,,nouvelleconstitution,,ToAbaPa,,,Niamey,,,,,,
1589,,CapeMaclear,,,Ramaphosa,,,,,,,,,,,,,bujalol,,Kinshasa,,wasexo,,,const225,,ToAbaPa,,,Niger,,,,,,
1590,,Malawi,,,Ramaphosa,,,,,,,,,,,,,Burundi,,LutteContrelaCorruption,,Benindiplomatie,,,nouvellconstitution,,VoteNanaAddo,,,IBK,,,,,,
1591,,Tourism,,,Ramaphosa,,,,,,,,,,,,,Cameroun,,RDC,,wasexo,,,const225,,VoteNanaAddo,,,IBK,,,,,,
1592,,Investment,,,Ramaphosa,,,,,,,,,,,,,RDC,,Niger,,Benindiplomatie,,,nouvelleconstitution,,AriseForChange,,,Mali,,,,,,
1593,,Malawians,,,Ramaphosa,,,,,,,,,,,,,burundi,,RDC,,wasexo,,,const225,,AriseForChange,,,Mali,,,,,,
1594,,energy,,,Ramaphosa,,,,,,,,,,,,,rdc,,CAN2019,,Benindiplomatie,,,nouvelleconstitution,,AriseForChange,,,IBK,,,,,,
