,hashtag,mention
4932,Kenya,MagnusHeystek
4933,Tanzania,KnifeCap
4934,COVID19,MylesHoppe
4935,floods,John_Afoa
4936,Locusts,dbbovey
4937,Algerian,DerickHougaard
4938,Tebboune,Queen_Europe
4939,France,HermanMashaba
4940,coronavirus,TravelDudes
4941,Senegal,RKDasgupta
4942,COVIDー19,bradbarritt
4943,africa,Saracens
4944,justice,austin_rief
4945,Algeria,MichaelVaughan
4946,Paris,BorisJohnson
4947,Egyptian,MattHancock
4948,Italian,OliverDowden
4949,infrastructure,zulushark
4950,Africans,lionsofficial
4951,Egypt,VictorTait
4952,nationality,NeilBack
4953,Egypt,gregortownsend
4954,Women,JeremyGuscott
4955,Businesses,peterswellman
4956,COVID19,MichaelVaughan
4957,Egypt,mamaslilwarrior
4958,solarenergy,StefanT15
4959,IstandwithLungiNgidi,concept2
4960,BuildBackBetter,concept2sa
4961,NigerDelta,mamaslilwarrior
4962,maketheUturn,StefanT15
4963,MandelaDay,Morgan12Newman
4964,MandelaDay,JohnSmit123
4965,MandelaDay,StefanT15
4966,MandelaDay,JohnSmit123
4967,MandelaDay,mamaslilwarrior
4968,TheStarNews,BobSkinstad
4969,LoveIsNotTourism,NickDreyer
4970,ZindziMandela,sportsceneSA
4971,TheStarNews,Kay_Ess_Rams
4972,MandelaDay,nickheathsport
4973,67waystohelp,SteveStuWill
4974,TheStarNews,SteveSchmidtSES
4975,RhodesStatue,DeonGouws_Credo
4976,SAA,OliBarrett
4977,TheStarNews,SilvermereGC
4978,Covid19,ben_cajee
4979,TheStarNews,justinspratt
4980,LungiNgidi,BafanaBafana
4981,SAA,Emma_Tsebe
4982,TheStarNews,mamaslilwarrior
4983,RIPZindziMandela,StephenMerchant
4984,TheStarNews,mamaslilwarrior
4985,ZindziMandela,tracyjaneBaker
4986,TheStarNews,SDLegion
4987,ZindziMandela,joepietersen
4988,RIPZindziMandela,SDLegion
4989,ZindziMandela,instagram
4990,TheStarNews,MariaMaryloovan
4991,cyrilramaphosa,hurtenator
4992,Covid_19,paulgrayson10
4993,Zuurbekom,davidshapiro61
4994,Uzalowedding,wayneduv
4995,TheStarNews,wilson_gw
4996,Eskom,BobSkinstad
4997,MetroWatch,worplesdongolf
4998,TheStarNews,Ebenvanderwalt
4999,Coronavirus,KJUS_Company
5000,TheStarNews,Jambles
5001,TheStarNews,worplesdongolf
5002,1millionGraves,Ebenvanderwalt
5003,sponsored,KJUS_Company
5004,TheStarNews,worplesdongolf
5005,TheStarNews,Ebenvanderwalt
5006,TheStarNews,2morrowknight
5007,TheStarNews,KnifeCap
5008,Covid19,skilluptutors
5009,TheStarNews,RupertCoxSKY
5010,TheStarNews,bradbarritt
5011,VBS,TheSharksZA
5012,ANCWL,gareththomas14
5013,AngieMotshekga,grahamjsimmons
5014,TheStarNews,grahamjsimmons
5015,CoronaVirusSA,nsholmes1
5016,LockdownSA,nsholmes1
5017,VBSArrests,TalentCoop
5018,VBS,mamaslilwarrior
5019,ANCWL,JimKayes
5020,VBSArrests,garijenkins78
5021,VBSArrests,tim_fargo
5022,VBSArrests,WavemakerNick
5023,VBSArrests,TheWave
5024,VBSArrests,MarcLewisZA
5025,VBSArrests,BobSkinstad
5026,TheStarNews,Jamiehuwroberts
5027,TheStarNews,GK_CA
5028,MetroWatch,cricclubs
5029,PoeticLicence,mamaslilwarrior
5030,TheStarNews,MarcLewisZA
5031,Covid19,SportOn405
5032,BulelaniQolani,BobSkinstad
5033,TheStarNews,grahamjsimmons
5034,TheStarNews,grahamjsimmons
5035,AGReport,philllewellyn
5036,TheStarNews,nicharry
5037,TheStarNews,iainpayten
5038,PleaseCallMe,HulaBulaJim
5039,TheStarNews,BlaineScully1
5040,TheStarNews,selema
5041,TheStarNews,mikeknightson
5042,Covid19SA,Beast_TM
5043,TheStarNews,FloLouw
5044,NkanyisoMzimela,tim_fargo
5045,MetroWatch,karj
5046,TheStarNews,NorthmanTrader
5047,coronavirus,danleo82
5048,TheStarNews,KeetvZ
5049,TheStarNews,KnifeCap
5050,TshegofatsoPule,KNF_VC
5051,TheStarNews,nickheathsport
5052,EmergencyBudget,StartupGrind
5053,TheStarNews,StartupGrind
5054,TshegofatsoPule,NathanLatka
5055,TshegofatsoPule,ryanckulp
5056,TheStarNews,jacqueskallis75
5057,JacobZuma,GolfRSA
5058,SpikeLee,TheBig_Easy
5059,TheStarNews,_DataProphet
5060,TheStarNews,haveigotnews
5061,TitoMboweni,alwyn_smit
5062,Taxistrike,GoTrendSA
5063,TheStarNews,SamsungSA
5064,Taxistrike,1life_insurance
5065,TheStarNews,LifeQinc
5066,TheStarNews,mohsiena_aswat
5067,MetroWatch,VNdevu
5068,BostonCityCollege,TrishaBhagwan
5069,TheStarNews,mandy_ord
5070,TheStarNews,Campeey
5071,PitchBlackAfro,Topco_Media
5072,BostonCityCollege,Topco_Media
5073,Covid,thamieza
5074,BostonCityCollege,sekomepapago
5075,TshegofatsoPule,Campeey
5076,TheStarNews,TrevorB90419830
5077,GBV,DMC2103
5078,VBSArrests,rams_kgabo
5079,TheStarNews,TrevorB90419830
5080,TheStarNews,QueenV1981
5081,BostonCityCollege,NicciNaidoo
5082,Lesvos,HirschHomestore
5083,Greece,SamsungSA
5084,Migration,realmsabza
5085,MigrationNewsroom,aedward343
5086,BordersNewsroom,mihlalii_n
5087,Somalia,SnaloMbombo
5088,GoodNews,mihlalii_n
5089,Somalia,mihlalii_n
5090,Ethiopia,DigitalStreetZA
5091,YemenCrisis,SamsungSA
5092,SoundOfResilience,tmadisha_za
5093,HekimaSeries,mihlalii_n
5094,Liberia,mondewamotheo
5095,اقتصاد,mihlalii_n
5096,جيبوتي,iamnyambose
5097,الصين,Sindi_Blue
5098,Africa,TheCapeTownGuy
5099,refugees,SamsungSA
5100,Ethiopia,sildgetsays
5101,UN,robzinterris
5102,Ethiopia,mandy_ord
5103,HachaluHundessa,mafuyaw
5104,Ethiopia,killymwanda
5105,Egypt,ndum_MaDi
5106,Sudan,Mapula79005010
5107,Israeli,OMOSouthAfrica
5108,Somalia,JPeseye
5109,ICYMI,Governor_SS
5110,MiddleEast,Kevinoyugi18
5111,Somalia,OMOSouthAfrica
5112,COVID19,Mkenyadaimare
5113,GERD,TheAkzAffected
5114,HappyFathersWay,VaderRSA
5115,WorldRefugeeDay,VaderRSA
5116,WorldRefugeeDay,clarepetra
5117,SecurityCouncil,Southtechrevie1
5118,WorldRefugeeDay,1life_insurance
5119,SecurityCouncil,SamsungMobileSA
5120,COVID19,clarepetra
5121,GeorgeFloyd,SamsungSA
5122,WHOAcademy,1life_insurance
5123,COVID19,TechSmartZA
5124,Masuku,TechSmartZA
5125,COVID19,SamsungSA
5126,Masuku,jerodchandler
5127,COVID19,jerodchandler
5128,Masuku,keapholo
5129,COVID19,Mayozat
5130,Masuku,Mayozat
5131,COVID19,MarcCla22656093
5132,Masuku,keapholo
5133,Lesufi,HirschHomestore
5134,COVID19,BO745
5135,Lesufi,thamieza
5136,GAUTENGCOVID19,HirschHomestore
5137,COVID19SA,TrevorB90419830
5138,COVID19,SamsungMobileSA
5139,Lesufi,sumith_r51
5140,GAUTENGCOVID19,onalempho11
5141,COVID19SA,wendy_vanr
5142,COVID19,anil_penmatcha
5143,Lesufi,sumith_r51
5144,GAUTENGCOVID19,318e5c4caf25438
5145,COVID19SA,AfricanMarvin
5146,COVID19,Barbies_M2
5147,Lesufi,riazhathey
5148,GAUTENGCOVID19,Sidepocket_AM
5149,COVID19SA,TopEmpowerment
5150,COVID19,andrebruton
5151,Lesufi,CharV96
5152,GAUTENGCOVID19,thamieza
5153,COVID19SA,MartinFeinstein
5154,COVID19,Mapula79005010
5155,Masuku,FreshByCaddy
5156,GAUTENGCOVID19,ShoMadjozi
5157,COVID19SA,ShaShaOfficial_
5158,COVID19,peacebeyondme
5159,Masuku,DJTira
5160,GAUTENGCOVID19,ShoMadjozi
5161,COVID19SA,ShaShaOfficial_
5162,COVID19,BrenthurstF
5163,GAUTENGCOVID19,TheAtlPhoto
5164,COVID19SA,Derek_Hanekom
5165,COVID19,Sisonkemsimang
5166,Masuku,Bruceps
5167,GAUTENGCOVID19,BobPhondo
5168,COVID19SA,pierredevos
5169,COVID19,Enghumbhini
5170,Masuku,MeredithFrost
5171,GAUTENGCOVID19,BrenthurstF
5172,COVID19SA,twitchcock
5173,COVID19,BrenthurstF
5174,Masuku,BrenthurstF
5175,GAUTENGCOVID19,KASonline
5176,COVID19SA,MaxduPreez
5177,COVID19,BrenthurstF
5178,Masuku,antonyaltbeker
5179,GAUTENGCOVID19,FinancialTimes
5180,COVID19SA,DazMSmith
5181,COVID19,BDliveSA
5182,COVID19,geoffreyyork
5183,COVID19,BrenthurstF
5184,COVID19,mthombothi
5185,COVID19,BrenthurstF
5186,COVID19,MmusiMaimane
5187,COVID19,OneSA_Movement
5188,COVID19,RaymondSuttner
5189,COVID19,citypress
5190,COVID19,jsphctrl
5191,COVID19,SundayTimesZA
5192,PlayYourPart,dailymaverick
5193,StaySafe,MarianneThamm
5194,COVID,PhilippaGarson
5195,COVID19,dailymaverick
5196,COVID19,bonglez
5197,COVID19,Radio702
5198,COVID19,PaulivW
5199,COVID19,tito_mboweni
5200,COVID19,darrengrimes_
5201,coronavirus,WernerTwertzog
5202,COVID19,BrenthurstF
5203,COVID19,TheEconomist
5204,COVID19,MaxduPreez
5205,GAUTENGCOVID19,WernerTwertzog
5206,COVID19SA,tito_mboweni
5207,COVID19,hartleyr
5208,COVID19,MasekoThembaJ
5209,COVID19,HermanMashaba
5210,COVID19,BrenthurstF
5211,COVID19,africaarguments
5212,GPYouthBrigades,Arsenal
5213,COVID19,GTalevi
5214,COVID19,tito_mboweni
5215,COVID19,hartleyr
5216,COVID19,hartleyr
5217,Masuku,BitiTendai
5218,COVID19,rationalhill
5219,Masuku,SmithInAfrica
5220,COVID19,SmithInAmerica
5221,Masuku,etv
5222,COVID19,eNCA
5223,Masuku,Devi_HQ
5224,COVID19,Porsha4real
5225,Masuku,AfricaCDC
5226,COVID19,AUABC_
5227,Masuku,AUABC_
5228,COVID19,AUEUYouthHub
5229,COVID19,EUtoAU
5230,COVID19,AUYouthProgram
5231,COVID19,auyouthenvoy_
5232,COVID19,AUTradeIndustry
5233,COVID19,AUTradeIndustry
5234,COVID19,_AfricanUnion
5235,COVID19,AEZORGANIZATION
5236,COVID19,_AfricanUnion
5237,COVID19,AUEUYouthHub
5238,PlayYourPart,NEPAD_Agency
5239,COVID19SA,auyouthenvoy_
5240,GAUTENGCOVID19,HEDrAbouZeid
5241,COVID19,auyouthenvoy_
5242,PlayYourPart,auyouthenvoy_
5243,COVID19SA,auyouthenvoy_
5244,GAUTENGCOVID19,auyouthenvoy_
5245,COVID19,AUChair2020
5246,COVID19,_AfricanUnion
5247,COVID19,CyrilRamaphosa
5248,COVID19,AUC_MoussaFaki
5249,COVID19,AUC_MoussaFaki
5250,COVID19,AUC_MoussaFaki
5251,RIPMaryTwala,AUChair2020
5252,COVID19,_AfricanUnion
5253,COVID19,_AfricanUnion
5254,COVID19,AUC_MoussaFaki
5255,COVID19,_AfricanUnion
5256,COVID19,AfricaCDC
5257,COVID19,AUC_MoussaFaki
5258,COVID19,AUC_MoussaFaki
5259,GAUTENGCOVID19,AUChair2020
5260,COVID19SA,AUC_MoussaFaki
5261,PlayYourPart,AmiraDSA
5262,COVID19,_AfricanUnion
5263,Makhura,AmiraDSA
5264,COVID19,_AfricanUnion
5265,Makhura,_AfricanUnion
5266,COVID19,AfricaCDC
5267,Makhura,AmiraDSA
5268,COVID19,AfricaCDC
5269,Makhura,AfricaCDC
5270,COVID19,AfricaCDC
5271,Makhura,_AfricanUnion
5272,COVID19,AUC_MoussaFaki
5273,Makhura,AmiraDSA
5274,COVID19,AUC_MoussaFaki
5275,Makhura,AUC_MoussaFaki
5276,COVID19,AfricaCDC
5277,Makhura,AfricaCDC
5278,COVID19,SkinsCosmetics
5279,Makhura,NicciBoutiques
5280,COVID19,capeunionmart
5281,COVID19,raysofhope
5282,COVID19,swarovski
5283,COVID19,VerimarkSA
5284,COVID19,CheckersSA
5285,COVID19,NicciBoutiques
5286,COVID19,Tlamelo17147652
5287,PlayYourPart,KrispyKreme_ZA
5288,COVID19SA,KrispyKreme_ZA
5289,GAUTENGCOVID19,theSANBS
5290,COVID19,UnderArmour
5291,PlayYourPart,NicciBoutiques
5292,COVID19SA,LACOSTE
5293,GAUTENGCOVID19,LeCreusetSA
5294,COVID19,yuppiechef
5295,COVID19,DuSudSA
5296,COVID19,hm
5297,COVID19,NicciBoutiques
5298,PlayYourPart,NandosSA
5299,COVID19SA,LindtSA
5300,GAUTENGCOVID19,LeCreusetSA
5301,COVID19,NWJ_Jewellery
5302,COVID19SA,GUESS
5303,GAUTENGCOVID19,ALDOShoes_SA
5304,COVID19,Mels_Corner
5305,COVID19,Mels_Corner
5306,COVID19,CarrolBoyes
5307,COVID19,NWJ_Jewellery
5308,COVID19,Tashlima3
5309,COVID19,NicciBoutiques
5310,COVID19,KrispyKreme_ZA
5311,COVID19,Joburgcoza
5312,COVID19,AllyWaggles
5313,COVID19,SpurRestaurant
5314,COVID19,KrispyKreme_ZA
5315,COVID19,AfricaRiseStore
5316,COVID19,gertjohan
5317,COVID19,LeCreusetSA
5318,COVID19,gertjohan
5319,COVID19,NicciBoutiques
5320,PlayYourPart,DuSudSA
5321,COVID19SA,gertjohan
5322,GAUTENGCOVID19,EuropaArt
5323,COVID19,NelsonMandelaSq
5324,PlayYourPart,each1feed1
5325,COVID19SA,EuropaArt
5326,GAUTENGCOVID19,kottintwille
5327,COVID19,Superdry
5328,COVID19,KrispyKreme_ZA
5329,COVID19,Mishknz
5330,COVID19,Mishknz
5331,Lesufi,VerimarkSA
5332,GAUTENGCOVID19,adidas
5333,COVID19SouthAfrica,kottintwille
5334,COVID19,kottintwille
5335,Lesufi,KrispyKreme_ZA
5336,GAUTENGCOVID19,JayForssman
5337,COVID19SouthAfrica,JayForssman
5338,COVID19,AhEbMa_Waa
5339,Lesufi,AhEbMa_Waa
5340,GAUTENGCOVID19,TimberlandSA
5341,COVID19SouthAfrica,Starbucks_SA
5342,COVID19,HPstore_SA
5343,Lesufi,NicciBoutiques
5344,GAUTENgCOVID19,NicciBoutiques
5345,COVID19SouthAfrica,tammytaylors
5346,COVID19,safashionweek
5347,Lesufi,SandtonCity
5348,COVID19,Ngu_Spesh
5349,GAUTENGCOVID19,SorbetGroup
5350,COVID19SouthAfrica,NaadiraG
5351,COVID19,nickjackson
5352,Masuku,_Bongani_Eddie
5353,GAUTENGCOVID19,gertjohan
5354,COVID19SouthAfrica,gertjohan
5355,COVID19,gertjohan
5356,Masuku,gertjohan
5357,GAUTENGCOVID19,gertjohan
5358,COVID19SouthAfrica,safashionweek
5359,COVID19,LOCCITANE_SA
5360,Masuku,CountryRoad
5361,GAUTENGCOVID19,MRPfashion
5362,COVID19SouthAfrica,LOCCITANE_SA
5363,COVID19,martintagg
5364,Masuku,safashionweek
5365,GAUTENGCOVID19,SandtonCity
5366,COVID19SouthAfrica,Superdry
5367,COVID19,KrispyKreme_ZA
5368,Masuku,TelkomZA
5369,GAUTENGCOVID19,CottonOn
5370,COVID19,LeCreusetSA
5371,Masuku,DuSudSA
5372,GAUTENGCOVID19,SeSokhanasendo
5373,COVID19,Bria_Gumede
5374,Masuku,Bria_Gumede
5375,GAUTENGCOVID19,LynnD_N
5376,COVID19SouthAfrica,LynnD_N
5377,COVID19,CountryRoad
5378,GAUTENGCOVID19,HelloJoburgMag
5379,COVID19SouthAfrica,SandtonCity
5380,COVID19,LOCCITANE_SA
5381,Masuku,GUESS
5382,GAUTENGCOVID19,Trenery
5383,COVID19SouthAfrica,LindtSA
5384,COVID19,StellenboschUSB
5385,Masuku,drnthabimoleko
5386,GAUTENGCOVID19,PMG_SA
5387,COVID19SouthAfrica,PMG_SA
5388,COVID19,ZaleneM
5389,Masuku,HealthZA
5390,GAUTENGCOVID19,HealthZA
5391,COVID19SouthAfrica,HealthZA
5392,COVID19,AndiMakinana
5393,Masuku,PMG_SA
5394,GAUTENGCOVID19,FAROPATEL
5395,COVID19SouthAfrica,IssaihThendo
5396,COVID19,Gao_Phala
5397,GAUTENGCOVID19,budgetjusticesa
5398,COVID19SouthAfrica,PMG_SA
5399,COVID19,tito_mboweni
5400,COVID19,Louisseeco
5401,GAUTENGCOVID19,Louisseeco
5402,COVID19,lhmphaphuli
5403,GAUTENGCOVID19,PresidencyZA
5404,COVIDー19,CyrilRamaphosa
5405,GautengCOVID19,DDMabuza
5406,Covid_19,DlaminiZuma
5407,COVIDー19,ChupuMathabatha
5408,GDE2021OnlineAdmissions,pravingordhan
5409,COVID19,SamwatSam
5410,COVID19,SamwatSam
5411,COVID19,DemocracyWomen
5412,COVID19,ParlyWatch
5413,GAUTENGCOVID19,DemocracyWomen
5414,COVID19SouthAfrica,DarrenFelix
5415,COVID19,ParlyWatch
5416,COVID19,budgetjusticesa
5417,Covid_19,DemocracyWomen
5418,COVIDー19,ParlyWatch
5419,GautengCOVID19,budgetjusticesa
5420,GPHealthBudgetVote,DarrenFelix
5421,GrowingGautengTogether,ParlyWatch
5422,GautengSACRBudget,DemocracyWomen
5423,GautengCares,budgetjusticesa
5424,GautengSACRBudget,DemocracyWomen
5425,GautengSACRBudget,budgetjusticesa
5426,GautengSACRBudget,ParlyWatch
5427,GautengSACRBudget,DemocracyWomen
5428,GautengCares,ParlyWatch
5429,GautengSACRBudget,ParlyWatch
5430,GautengSACRBudget,DemocracyWomen
5431,GautengSACRBudget,Newzroom405
5432,COVID19,SAgovnews
5433,COVID19,DDMabuza
5434,GautengCoGTA2020,NHLAKANHLANHLA
5435,GautengHS2020,alisontilley
5436,GautengHS2020,NHLAKANHLANHLA
5437,GautengHS2020,zmvulane
5438,GautengHS2020,PSAM_AFRICA
5439,GautengHS2020,ParliamentofRSA
5440,Live,alisontilley
5441,COVID19,alisontilley
5442,COVID19,tito_mboweni
5443,pressfreedom,TreasuryRSA
5444,rhinofilmclub,AuditorGen_SA
5445,rhinofilmclub,AuditorGen_SA
5446,COVID19,AuditorGen_SA
5447,rhinos,AuditorGen_SA
5448,COVID19,AndiMakinana
5449,Assam,PMG_SA
5450,KazirangaNationalPark,Newzroom405
5451,Biltong,PresidencyZA
5452,protein,SAPoliceService
5453,snacks,The_DSD
5454,Covid19,The_DSD
5455,COVID,SAPoliceService
5456,RhinoCovid19Crisis,The_DSD
5457,tech4wildlife,PresidencyZA
5458,donation,SAPoliceService
5459,RhinoCovid,PresidencyZA
5460,WorldHeritage,CyrilRamaphosa
5461,Kaziranga,Artii_M
5462,TakeYourDogToWorkDay,ParliamentofRSA
5463,Covid19,CarlManlan
5464,COVID19,MohamedFall
5465,RhinoFilmClub,Gugu_Nonjinge
5466,ConservationOptimism,Bongi_ndi
5467,rhino,afrobarometer
5468,BrightenYourDay,Bongi_ndi
5469,SouthAfrica,IFC_org
5470,rhino,Bongi_ndi
5471,poaching,CarlManlan
5472,LeroyBruwer,Bongi_ndi
5473,FathersDay,Nasi_R
5474,COVID19,Hanan_Tai
5475,LeZooDesAnimauxDisparus,Wacera_K
5476,COVID19,G_MachelTrust
5477,BioRescue,melindagates
5478,Mogadishu,MaEllenSirleaf
5479,alshabaab,HelenClarkNZ
5480,AccessToLeaders,WHO
5481,Hargeysa,IFC_fr
5482,caraccident,Mo_IbrahimFdn
5483,Ethiopia,WorldBankAfrica
5484,BeyondAcademia,OxfordABA
5485,HIBF2020,Mo_IbrahimFdn
5486,COVIDー19,AfricaOxfordUni
5487,coronavirus,OxfordSBS
5488,Somalia,TechHerNG
5489,Ethiopian,gracejjerry
5490,Ethiopia,Drsaalajeng
5491,Sidama,Mo_IbrahimFdn
5492,DontLeaveMeChallenge,Drsaalajeng
5493,DontLeaveMeChallenge,EdinburghUni
5494,UPSIDEDOWN,TechHerNG
5495,PungweSessions,ShujaazInc
5496,JusticeForTshegoPule,GlobalIntegrity
5497,KnowYourHistory,Bongi_ndi
5498,Juneteenth,PaulPolman
5499,Burundi,OxfordSBS
5500,2020BETAwards,OxfordSBS
5501,TshegoPule,Mo_IbrahimFdn
5502,COVID19,AfricaOxfordUni
5503,Juneteenth,KweitsuR
5504,Juneteenth,David_McNair
5505,bkacklivesmatter,KweitsuR
5506,DominicRaab,Bongi_ndi
5507,BlackLivesMatter,CarlManlan
5508,C63,EcobankFdn
5509,C63S,AfricaCDC
5510,DrivingPerformance,mameannanB
5511,AMG,Mo_IbrahimFdn
5512,NSFW,FriendsofEurope
5513,Knysna,EU_Commission
5514,LakeBrenton,FriendsofEurope
5515,J,IFC_org
5516,KabeljauwsRiver,IFC_org
5517,Sunrise,TechHerNG
5518,EasternCape,ChiomaChuka
5519,TrailRun,rwamaganaph
5520,Goukamma,BloombergLive
5521,TrailRun,BloombergLive
5522,Brenton,ManusCranny
5523,BuffelsBaai,Bongi_ndi
5524,RedBridge,CarlManlan
5525,Knysna,EbbaKalondo
5526,Knysna,STGEUI
5527,ForestMarathon,EuropeanUni
5528,LakeBrenton,JanezLenarcic
5529,Knysna,Mo_IbrahimFdn
5530,OysterFestival,EU_Commission
5531,Run,JanezLenarcic
5532,KabeljauwsBeach,STGEUI
5533,Surf,EuropeanUni
5534,Supertubes,Bongi_ndi
5535,JeffreysBay,ChiomaChuka
5536,EasternCape,gossyomega
5537,LakeBrenton,Bongi_ndi
5538,LakeBrenton,ChiomaChuka
5539,SUP,MDXIntPolitics
5540,Knysna,MDX_Mtius
5541,SUP,ak0da
5542,Sunset,Mo_IbrahimFdn
5543,Knysna,Bongi_ndi
5544,WhiteBridge,MeteoKenya
5545,Knysna,MOH_Kenya
5546,Seal,MOH_Kenya
5547,Knysna,MOH_Kenya
5548,Tinsel,MOH_Kenya
5549,NewBalance,MOH_Kenya
5550,NB,icpac_igad
5551,Buffelsbaai,MelissaMaykin
5552,startups,GAIGriffith
5553,EtatsUnis,CainTess
5554,twitterhacked,StefArmbruster
5555,twitterhacked,antoinette_news
5556,renforcementdescapacités,drewambrose
5557,ZéroMacabo,StefArmbruster
5558,tech,4JournoFreedom
5559,freepaulchouta,abc730
5560,14juillet,PeterGreste
5561,jobalert,mjrowland68
5562,14juillet,drewambrose
5563,MotivationMonday,4JournoFreedom
5564,MotivationalQuotes,jnery_newsstand
5565,womenintech,jnery_newsstand
5566,financement,wppressfreedom
5567,startup,guardian
5568,ZEROMACABO,PeterGreste
5569,Acte8,neighbour_s
5570,Afrilabs,4corners
5571,innovators,Sophiemcneill
5572,Harvard,DanielMOakes
5573,BlackLivesMatter,DaveTaylorNews
5574,africanstartups,rachelmealey
5575,ORTM,gavmorris
5576,Mali,PeterGreste
5577,Bangangté,sclark_melbs
5578,sayitwithyourchest,DanielMOakes
5579,saylouder,gavmorris
5580,COVID19,zdaniel
5581,NACYDATE,abcnews
5582,bangangte,4JournoFreedom
5583,GhislaineMaxwell,PeterGreste
5584,entrepreneur,gijn
5585,ICYMI,mariaressa
5586,Coronavirus,rapplerdotcom
5587,Cameroon,jessradio
5588,Bangangté,PeterGreste
5589,bangangté,thejulianbass
5590,Cameroon,obyezeks
5591,Civ229,cmu_africa
5592,GCRF,strawberigrl12
5593,AfricaPrize,StateHouseKenya
5594,business,CFR_org
5595,Bangangté,MaEllenSirleaf
5596,Cameroon,CFR_org
5597,SamuelWazizi,Cocomelts
5598,founder,SallyBurdettSA
5599,civ2020,eNCA
5600,civ2010,Twitter
5601,Bangangte,Sasfin
5602,Cameroun,shapshak
5603,Ethiopia,art2gee
5604,GeorgeFloyd,CliffCentralCom
5605,startups,Oracle_Africa
5606,Africa,Oracle
5607,COVID19,GadgetZA
5608,BewareWhatYouWishFor,art2gee
5609,LeDebriefTV,MichaelJordaan
5610,Fakenews,SKamhunga
5611,startups,wendyknowler
5612,Echostech,Sasfin
5613,startups,Sasfin
5614,Africa,IrajAbedian
5615,startups,NicolaKleyn
5616,startups,art2gee
5617,Africa,GadgetZA
5618,DigitalForumAfrica,HuaweiZA
5619,DigitalForumAfrica,art2gee
5620,Cameroun,BSKYSouthAfrica
5621,deepfake,dougv
5622,Tech24,GadgetZA
5623,Corporates,GadgetZA
5624,startup,Oracle_Africa
5625,Cameroon,art2gee
5626,ZeroMacabo,techmagza
5627,AyooAfrica,tianatweets
5628,TheAmericanAngel,Mimecast
5629,African,Acer
5630,Tech,MEF
5631,Cameroon,HPE_Discover
5632,AnglophoneCrisis,tianatweets
5633,Cameroon,Mimecast
5634,Thread,Acer
5635,FathersDay,MEF
5636,Congo,HPE_Discover
5637,covid19cmr,Mimecast
5638,Covid19,Acer
5639,Cameroun,MEF
5640,FightCovid19InCameroon,Megg_Ellis
5641,Startup,memeburn
5642,Valuation,gearburn
5643,Africa,ITWeb
5644,Mali,pauldutoit
5645,Ethiopia,art2gee
5646,Nigeria,AshrafGarda
5647,Magu,UnexpectedPippa
5648,Ethiopia,tianatweets
5649,Somalia,gcinamhlophe5
5650,Malawi,tianatweets
5651,coronavirus,UnexpectedPippa
5652,DRC,tianatweets
5653,Vital,Sthems
5654,Kamerhe,PoliticsSPF
5655,ONEAfricaAward,Radio702
5656,SDGs,MVC_SA
5657,COVID19,HomeAffairsSA
5658,ONEChampions,HomeAffairsSA
5659,COVID19,GovernmentZA
5660,ONEAfricaAward,HomeAffairsSA
5661,ONEAfricaAward,GCIS_KZN
5662,ONEAfricaAward,Conforth1
5663,PassTheMic,HomeAffairsSA
5664,PassTheMic,SABCNews
5665,PassTheMic,Newzroom405
5666,COVID19,HomeAffairsSA
5667,COVID19,forbesafrica
5668,ONEheadlines,taradurotoye
5669,Ebola,peac_hy
5670,ONEChampions,taradurotoye
5671,ONEChampions,peac_hy
5672,Covid19,peac_hy
5673,PassTheMic,taradurotoye
5674,PassTheMic,HouseofTara
5675,Ebola,forbesafrica
5676,DRC,taradurotoye
5677,Ebola,HouseofTara
5678,DRC,taradurotoye
5679,Ebola,HouseofTara
5680,DRC,makyaog
5681,WorldRefugeeDay,METHILRENUKA
5682,PassTheMic,cnbcafrica
5683,COVID19,cnbcafrica
5684,DayOfTheAfricanChild,cnbcafrica
5685,ONEChampion,peac_hy
5686,audisouthafrica,cnbcafrica
5687,tbt,peac_hy
5688,sportquattro,cnbcafrica
5689,audisouthafrica,peac_hy
5690,audietron,cnbcafrica
5691,etron,peac_hy
5692,audisouthafrica,cnbcafrica
5693,audiS6,peac_hy
5694,S6,peac_hy
5695,audisouthafrica,peac_hy
5696,audiR8,forbesafrica
5697,R8,forbesafrica
5698,audiA6,forbesafrica
5699,audisouthafrica,forbesafrica
5700,audiQ3,davidalim
5701,Q3,AntonHarber
5702,audisouthafrica,ZimMediaReview
5703,audiA7,pierredevos
5704,A7,Dispatch_DD
5705,audisouthafrica,eyderp
5706,audiQ8,gathara
5707,Q8,zebalon_CULE
5708,audisouthafrica,BDliveSA
5709,ForwardTogether,gregs64
5710,audisouthafrica,DrToddLee
5711,audiQ8,sugan2503
5712,audisouthafrica,EMcardiac
5713,audiA7,geoffreyyork
5714,A7,HelenBranswell
5715,audisouthafrica,wheresalecia
5716,audiQ8,SAfmnews
5717,Q8,BulelaniPhillip
5718,audisouthafrica,samirasawlani
5719,audiA7,phyllis_omido
5720,A7,PrinceNdebele12
5721,audisouthafrica,PrinceNdebele12
5722,throwbackthursday,CarolLeonnig
5723,tbt,okapidavid
5724,AudiC100CoupeS,flysaa
5725,AudiA7,cse_cst
5726,audisouthafrica,cse_cst
5727,audiA6,cybercentre_ca
5728,A6,NCSC
5729,audisouthafrica,NSACyber
5730,audiQ5,CISAgov
5731,Q5,KerrinBegg
5732,quattro,KerrinBegg
5733,audisouthafrica,BilisumaKegna
5734,audisouthafrica,rakidi
